Tuberculosis_locus,smegmatis_locus,H37RA_locus,Bovis_locus
0:Rv2899c:3208576-3209406,,2:MRA_RS15405:3220568-3221398,3:BQ2027_RS14910:3169504-3170334
0:Rv2900c:3209406-3211745,,2:MRA_RS15410:3221398-3223737,3:BQ2027_RS14915:3170334-3172673
0:Rv2911:3218339-3219214,1:MSMEG_RS11795:2518205-2519095,2:MRA_RS15465:3230331-3231206,3:BQ2027_RS14970:3179267-3180142
0:Rv2912c:3219274-3219861,,2:MRA_RS15470:3231266-3231853,3:BQ2027_RS14975:3180202-3180789
0:Rv2913c:3219863-3221698,,2:MRA_RS15475:3231855-3233690,3:BQ2027_RS14980:3180791-3182626
0:Rv2914c:3221767-3223524,,2:MRA_RS15480:3233759-3235516,3:BQ2027_RS14985:3182695-3184452
0:Rv2917:3226363-3228243,,2:MRA_RS15495:3238514-3240235,3:BQ2027_RS15000:3187450-3189171
0:Rv2918c:3228254-3230680,1:MSMEG_RS11765:2510091-2512565,2:MRA_RS15500:3240246-3242672,3:BQ2027_RS15005:3189182-3191608
0:Rv2919c:3230738-3231076,1:MSMEG_RS11760:2509665-2510003,2:MRA_RS15505:3242730-3243068,3:BQ2027_RS15010:3191666-3192004
0:Rv2921c:3232871-3234139,,2:MRA_RS15515:3244863-3246131,3:BQ2027_RS15020:3193911-3195179
0:Rv2922c:3234189-3237806,,2:MRA_RS15520:3246181-3249798,3:BQ2027_RS15025:3195229-3198846
0:Rv2928:3242198-3242983,,2:MRA_RS15555:3254190-3254975,3:BQ2027_RS15060:3203183-3203968
0:Rv2929:3242970-3243281,,2:MRA_RS15560:3254962-3255273,3:BQ2027_RS15065:3203955-3204266
0:Rv2930:3243697-3245448,,2:MRA_RS15565:3255689-3257440,3:BQ2027_RS15070:3204682-3206433
0:Rv2931:3245445-3251075,,2:MRA_RS15570:3257437-3263067,3:BQ2027_RS15075:3206430-3212060
0:Rv2932:3251072-3255688,,2:MRA_RS15575:3263064-3267680,3:BQ2027_RS15080:3212057-3216673
0:Rv2933:3255685-3262251,,2:MRA_RS15580:3267677-3274243,3:BQ2027_RS15085:3216670-3223236
0:Rv2934:3262248-3267731,,2:MRA_RS15585:3274240-3279723,3:BQ2027_RS15090:3223233-3228716
0:Rv2935:3267737-3272203,,2:MRA_RS15590:3279729-3284195,3:BQ2027_RS15095:3228722-3233188
0:Rv2936:3272214-3273209,,2:MRA_RS15595:3284206-3285201,3:BQ2027_RS15100:3233199-3234194
0:Rv2937:3273206-3274075,,2:MRA_RS15600:3285198-3286067,3:BQ2027_RS15105:3234191-3235060
0:Rv2938:3274072-3274902,,2:MRA_RS15605:3286064-3286894,3:BQ2027_RS15110:3235057-3235887
0:Rv2939:3274949-3276217,,2:MRA_RS15610:3286941-3288209,3:BQ2027_RS15115:3235934-3237202
0:Rv2940c:3276380-3282715,,2:MRA_RS15615:3288372-3294707,3:BQ2027_RS15120:3237365-3243700
0:Rv2941:3283335-3285077,,2:MRA_RS15620:3295327-3297069,3:BQ2027_RS15125:3244320-3246062
0:Rv2942:3285070-3287832,,2:MRA_RS15625:3297062-3299824,3:BQ2027_RS15130:3246055-3248817
0:Rv2943:3288464-3289705,,2:MRA_RS15630:3300456-3301697,3:BQ2027_RS15135:3249449-3250690
0:Rv2944:3289790-3290506,,2:MRA_RS15635:3301697-3302498,3:BQ2027_RS15140:3250690-3251491
0:Rv2945c:3290624-3291325,,2:MRA_RS15640:3302616-3303317,3:BQ2027_RS15145:3251609-3252310
0:Rv2946c:3291503-3296353,,2:MRA_RS15645:3303495-3309811,3:BQ2027_RS15150:3252602-3258919
0:Rv2948c:3297837-3299954,,2:MRA_RS15655:3309829-3311946,3:BQ2027_RS15155:3258937-3261054
0:Rv2949c:3299971-3300570,,2:MRA_RS15660:3311963-3312562,3:BQ2027_RS15160:3261071-3261670
0:Rv2950c:3300596-3302455,,2:MRA_RS15665:3312588-3314336,3:BQ2027_RS15165:3261696-3263444
0:Rv2951c:3303103-3304248,,2:MRA_RS15670:3315095-3316240,3:BQ2027_RS15170:3264203-3265348
0:Rv2952:3304441-3305253,,2:MRA_RS15675:3316433-3317245,3:BQ2027_RS15175:3265541-3266353
0:Rv2953:3305279-3306535,,2:MRA_RS15680:3317271-3318527,3:BQ2027_RS15180:3266379-3267635
0:Rv2954c:3306666-3307391,,2:MRA_RS15685:3318658-3319383,3:BQ2027_RS15185:3267766-3268491
0:Rv2955c:3307580-3308545,,2:MRA_RS15690:3319572-3320537,3:BQ2027_RS15190:3268680-3269645
0:Rv2956:3308668-3309399,,2:MRA_RS15695:3320660-3321391,3:BQ2027_RS15195:3269768-3270499
0:Rv2957:3309470-3310297,,2:MRA_RS15700:3321462-3322289,3:BQ2027_RS15200:3270570-3271397
0:Rv2958c:3310714-3312000,,2:MRA_RS15710:3322706-3323992,3:BQ2027_RS15210:3271814-3273101
0:Rv2959c:3312101-3312838,,2:MRA_RS15715:3324093-3324830,3:BQ2027_RS15215:3273202-3273939
0:Rv2960c:3312953-3313201,,2:MRA_RS15720:3324945-3325193,3:BQ2027_RS15220:3274054-3274302
0:Rv2961:3313283-3313672,,2:MRA_RS15725:3325209-3325664,3:BQ2027_RS15225:3274318-3274773
0:Rv2962c:3313773-3315122,,2:MRA_RS15730:3325765-3327114,3:BQ2027_RS15230:3274874-3276223
0:Rv2963:3315236-3316456,,2:MRA_RS15735:3327228-3328448,3:BQ2027_RS15235:3276337-3277557
0:Rv2964:3316529-3317461,,2:MRA_RS15740:3328521-3329453,3:BQ2027_RS15240:3277630-3278562
0:Rv2965c:3318330-3318815,1:MSMEG_RS11700:2497021-2497497,2:MRA_RS15750:3330322-3330807,3:BQ2027_RS15250:3279431-3279916
0:Rv2970A:3325934-3326104,,2:MRA_RS15780:3337917-3338086,3:BQ2027_RS15280:3287026-3287195
0:Rv2972c:3327023-3327736,1:MSMEG_RS11650:2486903-2487607,2:MRA_RS15790:3339015-3339728,3:BQ2027_RS15290:3288124-3288837
0:Rv2977c:3332787-3333788,1:MSMEG_RS11620:2480515-2481453,2:MRA_RS15820:3344779-3345780,3:BQ2027_RS15315:3293886-3294887
0:Rv2978c:3333785-3335164,,2:MRA_RS15825:3345777-3347156,3:BQ2027_RS15320:3294884-3296263
0:Rv2979c:3335164-3335748,,2:MRA_RS15830:3347156-3347740,3:BQ2027_RS15325:3296263-3296847
0:Rv2985:3342165-3343118,1:MSMEG_RS11580:2472156-2473124,2:MRA_RS15860:3354334-3355287,3:BQ2027_RS15355:3303137-3304090
0:Rv2988c:3344654-3346075,1:MSMEG_RS11565:2469194-2470648,2:MRA_RS15875:3356823-3358244,3:BQ2027_RS15370:3305626-3307047
0:Rv2990c:3346859-3347719,,2:MRA_RS15885:3359028-3359888,3:BQ2027_RS15380:3307831-3308691
0:Rv2991:3347982-3348473,,2:MRA_RS15890:3360151-3360642,3:BQ2027_RS15385:3308954-3309445
0:Rv2994:3351269-3352606,1:MSMEG_RS11530:2463113-2464300,2:MRA_RS15915:3363438-3364724,3:BQ2027_RS15410:3312297-3313583
0:Rv2995c:3352458-3353468,1:MSMEG_RS11525:2462009-2463019,2:MRA_RS21865:3364627-3365637,3:BQ2027_RS15415:3313486-3314496
0:Rv2999:3357602-3358567,,2:MRA_RS15950:3369771-3370736,3:BQ2027_RS15440:3318629-3319594
0:Rv3000:3358612-3359271,,2:MRA_RS15955:3370781-3371440,3:BQ2027_RS15445:3319639-3320298
0:Rv3007c:3365836-3366450,,2:MRA_RS15990:3378005-3378619,3:BQ2027_RS15480:3326863-3327477
0:Rv3008:3366644-3367267,,2:MRA_RS15995:3378813-3379436,3:BQ2027_RS15485:3327671-3328294
0:Rv3015c:3374651-3375664,,2:MRA_RS16030:3386820-3387833,3:BQ2027_RS15520:3335678-3336691
0:Rv3016:3375758-3376387,,2:MRA_RS16035:3387927-3388556,3:BQ2027_RS15525:3336785-3337414
0:Rv3017c:3376490-3376852,,2:MRA_RS16040:3388659-3389021,3:BQ2027_RS15530:3337517-3337879
0:Rv3018c:3376939-3378243,,2:MRA_RS16045:3389108-3390412,
0:Rv3019c:3378711-3379001,,2:MRA_RS16055:3390880-3391170,3:BQ2027_RS15550:3339682-3339972
0:Rv3020c:3379036-3379329,,2:MRA_RS16060:3391205-3391498,3:BQ2027_RS15555:3340007-3340300
0:Rv3021c:3379376-3380452,,2:MRA_RS16065:3391545-3392852,3:BQ2027_RS15560:3340347-3341654
0:Rv3022A:3380679-3380993,,2:MRA_RS16070:3392849-3393163,3:BQ2027_RS15565:3341651-3341965
0:Rv3023c:3381375-3382622,,2:MRA_RS16075:3393545-3394792,3:BQ2027_RS15570:3342347-3343594
0:Rv3024c:3382785-3383888,1:MSMEG_RS11420:2438992-2440062,2:MRA_RS16080:3394955-3396058,3:BQ2027_RS15575:3343757-3344860
0:Rv3032A:3392812-3393201,,2:MRA_RS16125:3404982-3405371,3:BQ2027_RS15620:3353784-3354173
0:Rv3033:3393380-3393928,,2:MRA_RS16130:3405550-3406098,3:BQ2027_RS15625:3354352-3354900
0:Rv3034c:3394019-3394921,,2:MRA_RS16135:3406189-3406926,3:BQ2027_RS15630:3354991-3355728
0:Rv3035:3395379-3396461,,2:MRA_RS16140:3407327-3408631,3:BQ2027_RS15635:3356129-3357433
0:Rv3036c:3396458-3397141,,2:MRA_RS16145:3408628-3409311,3:BQ2027_RS15640:3357430-3358113
0:Rv3037c:3397214-3398290,,2:MRA_RS16150:3409384-3410598,3:BQ2027_RS15645:3358186-3359400
0:Rv3038c:3398425-3399408,,2:MRA_RS16155:3410595-3411578,3:BQ2027_RS15650:3359397-3360380
0:Rv3039c:3399419-3400183,,2:MRA_RS16160:3411589-3412353,3:BQ2027_RS15655:3360391-3361155
0:Rv3040c:3400192-3401058,,2:MRA_RS16165:3412362-3413228,3:BQ2027_RS15660:3361164-3362030
0:Rv3041c:3401055-3401918,,2:MRA_RS16170:3413225-3414088,3:BQ2027_RS15665:3362027-3362890
0:Rv3042c:3401933-3403162,,2:MRA_RS16175:3414103-3415332,3:BQ2027_RS15670:3362905-3364134
0:Rv3043c:3403200-3404921,,2:MRA_RS16180:3415370-3417091,3:BQ2027_RS15675:3364172-3365893
0:Rv3044:3405136-3406215,,2:MRA_RS16190:3417306-3418385,3:BQ2027_RS15680:3366108-3367187
0:Rv3045:3406285-3407325,,2:MRA_RS16195:3418455-3419495,3:BQ2027_RS15685:3367257-3368297
0:Rv3046c:3407314-3407688,,2:MRA_RS16200:3419484-3419858,3:BQ2027_RS15690:3368286-3368660
0:Rv3047c:3408022-3408306,,2:MRA_RS16205:3420192-3420476,3:BQ2027_RS15695:3368994-3369278
0:Rv3048c:3408404-3409378,,2:MRA_RS16210:3420574-3421548,3:BQ2027_RS15700:3369376-3370350
0:Rv3049c:3409509-3411083,,2:MRA_RS16215:3421679-3423253,3:BQ2027_RS15705:3370481-3372055
0:Rv3050c:3411217-3411957,,2:MRA_RS16220:3423387-3424127,3:BQ2027_RS15710:3372189-3372929
0:Rv3051c:3412085-3414166,,2:MRA_RS16225:3424255-3426432,3:BQ2027_RS15715:3373057-3375234
0:Rv3052c:3414232-3414684,,2:MRA_RS16230:3426402-3426854,3:BQ2027_RS15720:3375204-3375656
0:Rv3053c:3414719-3414958,,2:MRA_RS16235:3426889-3427128,3:BQ2027_RS15725:3375691-3375930
0:Rv3054c:3415435-3415989,,2:MRA_RS16240:3427591-3428145,3:BQ2027_RS15730:3376393-3376947
0:Rv3055:3416081-3416695,,2:MRA_RS16245:3428237-3428851,3:BQ2027_RS15735:3377039-3377653
0:Rv3056:3416705-3417745,,2:MRA_RS16250:3428861-3429901,3:BQ2027_RS15740:3377663-3378703
0:Rv3057c:3417799-3418662,,2:MRA_RS16255:3429955-3430818,3:BQ2027_RS15745:3378757-3379620
0:Rv3058c:3418726-3419376,,2:MRA_RS16260:3430882-3431532,3:BQ2027_RS15750:3379684-3380334
0:Rv3059:3419492-3420970,,2:MRA_RS16265:3431648-3433126,3:BQ2027_RS15755:3380450-3381928
0:Rv3060c:3421741-3423213,,2:MRA_RS16270:3433897-3435369,3:BQ2027_RS15760:3382699-3384171
0:Rv3061c:3423262-3425427,,2:MRA_RS16275:3435418-3437583,3:BQ2027_RS15765:3384220-3386386
0:Rv3062:3425584-3427107,1:MSMEG_RS11030:2358993-2360525,2:MRA_RS16280:3437740-3439263,3:BQ2027_RS15770:3386543-3388066
0:Rv3063:3427243-3429519,1:MSMEG_RS10945:2340686-2342992,2:MRA_RS16285:3439399-3441675,3:BQ2027_RS15775:3388202-3390478
0:Rv3064c:3429825-3430250,,2:MRA_RS16290:3441981-3442406,3:BQ2027_RS15780:3390784-3391209
0:Rv3065:3430387-3430710,,2:MRA_RS16295:3442543-3442866,3:BQ2027_RS15785:3391346-3391669
0:Rv3066:3430707-3431315,,2:MRA_RS16300:3442863-3443471,3:BQ2027_RS15790:3391666-3392274
0:Rv3067:3431428-3431838,,2:MRA_RS16305:3443449-3443994,3:BQ2027_RS15795:3392252-3392797
0:alaU:3431840-3431912,,2:MRA_RS16310:3443996-3444068,3:BQ2027_RS15800:3392799-3392871
0:Rv3068c:3431979-3433622,,2:MRA_RS16315:3444135-3445778,3:BQ2027_RS15805:3392938-3394581
0:Rv3069:3433692-3434090,,2:MRA_RS16320:3445848-3446246,3:BQ2027_RS15810:3394651-3395049
0:Rv3070:3434087-3434467,,2:MRA_RS16325:3446243-3446623,3:BQ2027_RS15815:3395046-3395426
0:Rv3071:3434464-3435573,,2:MRA_RS16330:3446620-3447729,3:BQ2027_RS15820:3395423-3396532
0:Rv3072c:3435798-3436322,,2:MRA_RS16335:3447771-3448451,3:BQ2027_RS15825:3396574-3397254
0:Rv3073c:3436329-3436685,,2:MRA_RS16340:3448485-3448841,3:BQ2027_RS15830:3397288-3397644
0:Rv3074:3436779-3438053,,2:MRA_RS16345:3448935-3450209,3:BQ2027_RS15835:3397738-3399012
0:Rv3075c:3438050-3438973,,2:MRA_RS16350:3450206-3451129,3:BQ2027_RS15840:3399009-3399932
0:Rv3076:3439072-3439548,,2:MRA_RS16355:3451228-3451704,3:BQ2027_RS15845:3400031-3400507
0:Rv3077:3439541-3441352,,2:MRA_RS16360:3451697-3453508,3:BQ2027_RS15850:3400500-3402311
0:Rv3078:3441353-3441754,,2:MRA_RS16365:3453509-3453910,3:BQ2027_RS15855:3402312-3402713
0:Rv3079c:3441770-3442597,,2:MRA_RS16370:3453926-3454753,3:BQ2027_RS15860:3402729-3403556
0:Rv3080c:3442656-3445988,,2:MRA_RS16375:3454812-3458144,3:BQ2027_RS15865:3403615-3406947
0:Rv3081:3446040-3447278,,2:MRA_RS16380:3458196-3459434,3:BQ2027_RS15870:3406999-3408237
0:Rv3082c:3447404-3448426,,2:MRA_RS16385:3459560-3460582,3:BQ2027_RS15875:3408363-3409385
0:Rv3083:3448504-3449991,,2:MRA_RS16390:3460660-3462147,3:BQ2027_RS15880:3409463-3410950
0:Rv3084:3449997-3450923,,2:MRA_RS16395:3462153-3463079,3:BQ2027_RS15885:3410956-3411882
0:Rv3085:3450920-3451750,,2:MRA_RS16400:3463076-3463906,3:BQ2027_RS15890:3411879-3412709
0:Rv3086:3451781-3452887,,2:MRA_RS16405:3463937-3465043,3:BQ2027_RS15895:3412740-3413846
0:Rv3087:3452925-3454343,,2:MRA_RS16410:3465081-3466499,3:BQ2027_RS15900:3413884-3415302
0:Rv3088:3454340-3455764,,2:MRA_RS16415:3466496-3467920,3:BQ2027_RS15905:3415299-3416723
0:Rv3089:3455761-3457272,,2:MRA_RS16420:3467917-3469428,3:BQ2027_RS15910:3416720-3418231
0:Rv3090:3458211-3459098,,2:MRA_RS16425:3470367-3471254,3:BQ2027_RS15915:3419170-3420057
0:Rv3091:3459116-3460807,,2:MRA_RS16430:3471272-3472963,3:BQ2027_RS15920:3420075-3421766
0:Rv3092c:3460814-3461734,,2:MRA_RS16435:3472970-3473890,3:BQ2027_RS15925:3421773-3422693
0:Rv3093c:3461760-3462764,,2:MRA_RS16440:3473916-3474920,3:BQ2027_RS15930:3422719-3423723
0:Rv3094c:3462761-3463891,,2:MRA_RS16445:3474917-3476047,3:BQ2027_RS15935:3423720-3424850
0:Rv3095:3463973-3464449,,2:MRA_RS16450:3476129-3476605,3:BQ2027_RS15940:3424932-3425408
0:Rv3096:3464547-3465686,,2:MRA_RS16455:3476703-3477842,3:BQ2027_RS15945:3425506-3426645
0:Rv3097c:3465778-3467091,,2:MRA_RS16460:3477934-3479247,3:BQ2027_RS15950:3426737-3428050
0:Rv3098c:3467210-3467662,,2:MRA_RS21890:3479366-3479818,3:BQ2027_RS15955:3428169-3428621
0:Rv3098A:3467606-3467926,,2:MRA_RS16470:3479762-3480082,3:BQ2027_RS15960:3428565-3428885
0:Rv3099c:3468413-3469264,,2:MRA_RS16475:3480569-3481420,3:BQ2027_RS15970:3429372-3430223
0:Rv3103c:3471413-3471850,,2:MRA_RS16495:3483569-3484006,3:BQ2027_RS15990:3432372-3432809
0:Rv3106:3474007-3475377,,2:MRA_RS16510:3486163-3487533,3:BQ2027_RS16005:3434967-3436337
0:Rv3107c:3475378-3476961,,2:MRA_RS16515:3487534-3489117,3:BQ2027_RS16010:3436338-3437921
0:Rv3109:3477649-3478728,,2:MRA_RS16530:3489805-3490884,3:BQ2027_RS16020:3438609-3439688
0:Rv3110:3478779-3479174,,2:MRA_RS16535:3490935-3491330,3:BQ2027_RS16025:3439739-3440134
0:Rv3111:3479171-3479683,,2:MRA_RS16540:3491327-3491839,3:BQ2027_RS16030:3440131-3440643
0:Rv3112:3479700-3479951,,2:MRA_RS16545:3491856-3492107,3:BQ2027_RS16035:3440660-3440911
0:Rv3113:3480074-3480742,,2:MRA_RS16550:3492230-3492898,3:BQ2027_RS16040:3441033-3441701
0:Rv3114:3480759-3481289,,2:MRA_RS16555:3492915-3493445,3:BQ2027_RS16045:3441718-3442248
0:Rv3115:3481451-3482698,,2:MRA_RS16560:3493607-3494854,3:BQ2027_RS16050:3442410-3443657
0:Rv3116:3482776-3483945,,2:MRA_RS16565:3494932-3496101,3:BQ2027_RS16055:3443735-3444904
0:Rv3117:3483974-3484807,,2:MRA_RS16570:3496130-3496963,3:BQ2027_RS16060:3444933-3445697
0:Rv3118:3484809-3485111,,2:MRA_RS16575:3496965-3497267,
0:Rv3119:3485132-3485575,,2:MRA_RS16580:3497288-3497731,
0:Rv3120:3485572-3486174,,2:MRA_RS16585:3497728-3498330,
0:Rv3121:3486509-3487711,,2:MRA_RS16590:3498665-3499867,
0:Rv3122:3488089-3488559,,2:MRA_RS16595:3500290-3500715,3:BQ2027_RS16075:3446318-3446743
0:Rv3123:3488569-3489063,,2:MRA_RS16600:3500725-3501219,3:BQ2027_RS16080:3446753-3447247
0:Rv3124:3489506-3490375,,2:MRA_RS16605:3501662-3502531,3:BQ2027_RS16085:3447690-3448559
0:Rv3125c:3490476-3491651,,2:MRA_RS16610:3502632-3503807,3:BQ2027_RS16090:3448660-3449835
0:Rv3127:3492147-3493181,,2:MRA_RS16620:3504303-3505337,3:BQ2027_RS16095:3450331-3451365
0:Rv3129:3494660-3494992,,2:MRA_RS16635:3506816-3507148,3:BQ2027_RS16110:3452844-3453176
0:Rv3130c:3494975-3496366,,2:MRA_RS16640:3507131-3508522,3:BQ2027_RS16115:3453159-3454550
0:Rv3131:3496551-3497549,,2:MRA_RS16645:3508707-3509705,3:BQ2027_RS16120:3454735-3455733
0:Rv3132c:3497529-3499265,,2:MRA_RS16650:3509685-3511421,3:BQ2027_RS16125:3455713-3457449
0:Rv3133c:3499262-3499915,,2:MRA_RS16655:3511418-3512071,3:BQ2027_RS16130:3457446-3458099
0:Rv3134c:3499943-3500749,,2:MRA_RS16660:3512099-3512905,3:BQ2027_RS16135:3458127-3458933
0:Rv3135:3501334-3501732,,2:MRA_RS16665:3513490-3513822,
0:Rv3136:3501794-3502936,,2:MRA_RS16670:3513950-3515092,3:BQ2027_RS16145:3461315-3462457
0:Rv3136A:3502945-3503277,,2:MRA_RS16675:3515101-3515433,3:BQ2027_RS16150:3462466-3462798
0:Rv3137:3503393-3504175,1:MSMEG_RS10110:2160404-2161186,2:MRA_RS16680:3515549-3516331,3:BQ2027_RS16155:3462914-3463696
0:Rv3138:3504195-3505283,,2:MRA_RS16685:3516351-3517439,3:BQ2027_RS16160:3463716-3464804
0:Rv3141:3508095-3509066,,2:MRA_RS16700:3520251-3521222,3:BQ2027_RS16175:3467616-3468587
0:Rv3142c:3509118-3509546,,2:MRA_RS16705:3521274-3521702,3:BQ2027_RS16180:3468639-3469067
0:Rv3144c:3510088-3511317,,2:MRA_RS16715:3522244-3523473,3:BQ2027_RS16190:3469609-3470838
0:Rv3151:3516746-3519166,1:MSMEG_RS09985:2135629-2138013,2:MRA_RS16750:3528902-3531322,3:BQ2027_RS16225:3476267-3478687
0:Rv3153:3520507-3521142,1:MSMEG_RS09975:2133871-2134413,2:MRA_RS16760:3532663-3533298,3:BQ2027_RS16235:3480028-3480663
0:Rv3157:3524132-3525793,1:MSMEG_RS09955:2129331-2130920,2:MRA_RS16780:3536288-3537949,3:BQ2027_RS16255:3483653-3485314
0:Rv3159c:3527391-3529163,,2:MRA_RS16790:3539547-3541319,3:BQ2027_RS16265:3486912-3488681
0:Rv3160c:3529338-3529979,,2:MRA_RS16795:3541494-3542135,3:BQ2027_RS16275:3491002-3491643
0:Rv3161c:3529990-3531138,,2:MRA_RS16800:3542146-3543294,3:BQ2027_RS16280:3491654-3492802
0:Rv3162c:3531208-3531645,,2:MRA_RS16805:3543364-3543801,3:BQ2027_RS16285:3492872-3493308
0:Rv3163c:3531642-3532913,,2:MRA_RS16810:3543798-3545069,3:BQ2027_RS16290:3493305-3494576
0:Rv3164c:3532943-3533905,,2:MRA_RS16815:3545099-3546061,3:BQ2027_RS16295:3494606-3495568
0:Rv3165c:3533913-3534395,,2:MRA_RS16820:3546069-3546551,3:BQ2027_RS16300:3495576-3496058
0:Rv3166c:3534392-3535351,,2:MRA_RS16825:3546548-3547507,3:BQ2027_RS16305:3496055-3497014
0:Rv3167c:3535431-3536057,1:MSMEG_RS09915:2121141-2121749,2:MRA_RS16830:3547587-3548213,3:BQ2027_RS16310:3497094-3497720
0:Rv3168:3536102-3537238,1:MSMEG_RS09910:2119958-2121094,2:MRA_RS16835:3548258-3549394,3:BQ2027_RS16315:3497765-3498901
0:Rv3170:3538505-3539851,1:MSMEG_RS09880:2113659-2115026,2:MRA_RS16845:3550661-3552007,3:BQ2027_RS16325:3500168-3501514
0:Rv3173c:3541443-3542045,,2:MRA_RS16860:3553599-3554201,3:BQ2027_RS16340:3503106-3503708
0:Rv3174:3542138-3542845,,2:MRA_RS16865:3554294-3555001,3:BQ2027_RS16345:3503801-3504508
0:Rv3175:3542860-3544347,,2:MRA_RS16870:3555016-3556503,3:BQ2027_RS16350:3504523-3506010
0:Rv3176c:3544344-3545300,,2:MRA_RS16875:3556500-3557456,3:BQ2027_RS16355:3506007-3506962
0:Rv3177:3545447-3546307,,2:MRA_RS16880:3557603-3558463,3:BQ2027_RS16360:3507109-3507969
0:Rv3179:3547618-3548907,,2:MRA_RS16895:3559774-3561063,3:BQ2027_RS16375:3509280-3510569
0:Rv3180c:3549254-3549688,,2:MRA_RS16900:3561410-3561844,3:BQ2027_RS16380:3510916-3511350
0:Rv3181c:3549691-3550143,,2:MRA_RS16905:3561847-3562299,3:BQ2027_RS16385:3511353-3511805
0:Rv3182:3550374-3550718,,2:MRA_RS16910:3562530-3562874,3:BQ2027_RS16390:3512036-3512380
0:Rv3183:3550715-3551044,,2:MRA_RS16915:3562871-3563200,3:BQ2027_RS16395:3512377-3512706
0:Rv3187:3553039-3554025,,2:MRA_RS16925:3563562-3564823,
0:Rv3188:3554298-3554645,,2:MRA_RS16930:3565096-3565443,3:BQ2027_RS16400:3513244-3513591
0:Rv3189:3554642-3555262,,2:MRA_RS16935:3565440-3566060,3:BQ2027_RS16405:3513588-3514208
0:Rv3190c:3555422-3556687,,2:MRA_RS16940:3566220-3567485,3:BQ2027_RS16410:3514368-3515633
0:Rv3190A:3556855-3557064,,2:MRA_RS16945:3567653-3567862,3:BQ2027_RS16415:3515801-3516010
0:Rv3191c:3557311-3558345,,2:MRA_RS16955:3568109-3569143,3:BQ2027_RS16420:3516257-3517291
0:metU:3559370-3559443,,2:MRA_RS16965:3570150-3570226,3:BQ2027_RS16430:3518313-3518389
0:Rv3192:3559563-3560024,,2:MRA_RS16970:3570346-3570807,3:BQ2027_RS16435:3518506-3518970
0:Rv3196A:3566696-3566896,,2:MRA_RS16995:3577479-3577652,3:BQ2027_RS16460:3525642-3525815
0:Rv3198A:3571335-3571589,1:MSMEG_RS09455:2027051-2027299,2:MRA_RS17015:3582118-3582372,3:BQ2027_RS16480:3530291-3530545
0:Rv3199c:3571602-3572543,,2:MRA_RS17020:3582385-3583326,3:BQ2027_RS16485:3530558-3531499
0:Rv3200c:3572602-3573669,1:MSMEG_RS09445:2025002-2026096,2:MRA_RS17025:3583385-3584452,3:BQ2027_RS16490:3531558-3532625
0:Rv3201c:3573731-3577036,1:MSMEG_RS09430:2020443-2023706,2:MRA_RS17030:3584514-3587819,3:BQ2027_RS16495:3532687-3535992
0:Rv3209:3586274-3586834,,2:MRA_RS17080:3597056-3597616,3:BQ2027_RS16545:3545226-3545786
0:Rv3222c:3598353-3598904,,2:MRA_RS17150:3609136-3609687,3:BQ2027_RS16615:3557362-3557913
0:Rv3224B:3600801-3601019,,2:MRA_RS17170:3611584-3611802,3:BQ2027_RS16630:3559810-3560028
0:Rv3225c:3601016-3602440,,2:MRA_RS17175:3611799-3613223,3:BQ2027_RS16635:3560025-3561449
0:Rv3229c:3605751-3607034,1:MSMEG_RS09160:1965203-1966459,2:MRA_RS17195:3616534-3617817,3:BQ2027_RS16655:3564760-3566043
0:Rv3232c:3608870-3609757,,2:MRA_RS17210:3619653-3620519,3:BQ2027_RS16670:3567879-3568745
0:Rv3233c:3609781-3610371,,2:MRA_RS22825:3620564-3621166,
0:Rv3234c:3610374-3611189,,2:MRA_RS22830:3621157-3621972,
0:Rv3235:3611300-3611941,,2:MRA_RS17220:3622173-3622724,3:BQ2027_RS16680:3570400-3570951
0:Rv3236c:3611959-3613116,,2:MRA_RS17225:3622742-3623899,3:BQ2027_RS16685:3570969-3572126
0:Rv3237c:3613121-3613603,,2:MRA_RS17230:3623904-3624386,3:BQ2027_RS16690:3572131-3572613
0:Rv3238c:3613664-3614398,,2:MRA_RS17235:3624447-3625181,3:BQ2027_RS16695:3572674-3573408
0:Rv3239c:3614457-3617603,,2:MRA_RS17240:3625240-3628386,3:BQ2027_RS16700:3573467-3576613
0:Rv3240c:3617682-3620531,1:MSMEG_RS09130:1956525-1959386,2:MRA_RS17245:3628465-3631314,3:BQ2027_RS16705:3576692-3579541
0:Rv3242c:3621570-3622211,,2:MRA_RS17255:3632353-3632994,3:BQ2027_RS16715:3580580-3581221
0:Rv3243c:3622249-3623091,,2:MRA_RS17260:3633032-3633874,3:BQ2027_RS16720:3581259-3582101
0:Rv3244c:3623159-3624910,1:MSMEG_RS09115:1952849-1954606,2:MRA_RS17265:3633942-3635693,3:BQ2027_RS16725:3582169-3583920
0:Rv3247c:3627419-3628063,1:MSMEG_RS09100:1949753-1950385,2:MRA_RS17280:3638202-3638846,3:BQ2027_RS16740:3586429-3587073
0:Rv3258c:3638811-3639302,1:MSMEG_RS08905:1907407-1907826,2:MRA_RS17335:3649594-3650034,3:BQ2027_RS16795:3597821-3598261
0:Rv3259:3639425-3639844,1:MSMEG_RS08900:1906855-1907277,2:MRA_RS17340:3650208-3650627,3:BQ2027_RS16800:3598435-3598854
